minutes_watched,CLV,region,channel,1,2,3,4,5,6,7,8,PCA_PC1,PCA_PC2,GMM_Segment
1869.0,149.99,2,6,0,0,0,0,0,1,0,0,1.381361992859562,0.4026238430317623,0
2283.0,246.42,0,3,0,0,1,0,0,0,0,0,-2.5944009880942382,1.2146432094285902,1
780.0,149.99,2,2,0,1,0,0,0,0,0,0,1.5437307147340724,-0.09948600238306844,0
34.0,358.0,1,2,0,1,0,0,0,0,0,0,-1.146880683857418,2.4225088492802898,2
771.0,162.37,2,2,0,1,0,0,0,0,0,0,1.5015918849298766,-0.03599626301654892,0
12035.0,217.44,2,1,1,0,0,0,0,0,0,0,1.074968831671212,0.13995080314996775,0
364.0,62.58,2,4,0,0,0,1,0,0,0,0,1.8577374910385334,-1.0668408865856538,0
163.0,270.04,2,4,0,0,0,1,0,0,0,0,1.1514692971680756,-0.00409639130101649,0
3001.0,24.71,2,1,1,0,0,0,0,0,0,0,1.709144635088431,-1.0670719261063932,0
19622.0,245.98,2,3,0,0,1,0,0,0,0,0,0.8760906950093723,2.3820248899134797,0
4384.0,245.98,2,1,1,0,0,0,0,0,0,0,0.9596641645049763,0.10448274276868916,0
1224.0,269.98,2,3,0,0,1,0,0,0,0,0,0.7506524870113336,2.0670885003658515,0
538.0,149.99,2,6,0,0,0,0,0,1,0,0,1.3781940891569906,0.37090540996462446,0
1116.0,149.99,2,1,1,0,0,0,0,0,0,0,1.2784490326373656,-0.4673346410328567,0
1518.0,150.44,0,1,1,0,0,0,0,0,0,0,-2.149851442149492,-1.2118874629205438,3
,300.06,0,4,0,0,0,1,0,0,0,0,-2.378774620208483,-0.6099540422863772,3
189.0,150.19,2,3,0,0,1,0,0,0,0,0,1.1557209502894372,1.4260161645983305,0
2781.0,184.44,0,3,0,0,1,0,0,0,0,0,-2.3823564927779795,0.9075780829860317,1
484.0,9.5,2,1,1,0,0,0,0,0,0,0,1.754899158477727,-1.2053200132065176,0
1416.0,19.0,2,3,0,0,1,0,0,0,0,0,1.6049565813923499,0.7801870910278375,0
831.0,149.99,2,2,0,1,0,0,0,0,0,0,1.5438520994739906,-0.09827064544360638,0
1852.0,62.58,2,3,0,0,1,0,0,0,0,0,1.45773285742175,1.014828384805009,0
176.0,36.0,2,3,0,0,1,0,0,0,0,0,1.5441703749961022,0.8381147513804617,0
488.0,121.0,0,1,1,0,0,0,0,0,0,0,-2.0521465146130957,-1.3879233806357134,3
25571.0,144.0,0,3,0,0,1,0,0,0,0,0,-2.1905351747937285,1.2425822494158332,2
616.0,348.13,0,3,0,0,1,0,0,0,0,0,-2.9443913547295795,1.6982905474886287,1
694.0,184.44,2,2,0,1,0,0,0,0,0,0,1.4263253208496185,0.07573518418093449,0
1512.0,174.61,2,4,0,0,0,1,0,0,0,0,1.4793379050469038,-0.4630066140185109,0
929.0,149.99,0,1,1,0,0,0,0,0,0,0,-2.1497223933016048,-1.2282392253336307,3
3153.0,99.0,1,1,1,0,0,0,0,0,0,0,-0.5244069903530025,0.7882348956217768,2
14177.0,230.35,0,1,1,0,0,0,0,0,0,0,-2.3915798545621816,-0.49902102661034664,3
1914.0,174.0,2,1,1,0,0,0,0,0,0,0,1.198665068183158,-0.32476875341627626,0
382.0,174.0,0,1,1,0,0,0,0,0,0,0,-2.2327075827595375,-1.1177253981793343,3
81.0,331.99,0,3,0,0,1,0,0,0,0,0,-2.890755578382839,1.602489032666616,1
1827.0,149.99,2,8,0,0,0,0,0,0,0,1,1.0274136989292908,-0.2740070104867572,0
1548.0,184.44,2,3,0,0,1,0,0,0,0,0,1.0424352011867974,1.6346433172076653,0
5193.0,174.62,0,3,0,0,1,0,0,0,0,0,-2.3432075538368737,0.9145261876082463,2
26.0,149.99,0,3,0,0,1,0,0,0,0,0,-2.271712942934852,0.6646543657355234,1
756.0,174.0,1,4,0,0,0,1,0,0,0,0,-0.5015611184764155,0.9852464469161111,2
5454.0,149.99,2,1,1,0,0,0,0,0,0,0,1.288773875809232,-0.36395780959390567,0
620.0,184.44,0,1,1,0,0,0,0,0,0,0,-2.2676585479115836,-1.058332246563746,3
229.0,174.0,0,4,0,0,0,1,0,0,0,0,-1.9493668507772373,-1.25316835633386,3
371.0,173.99,2,1,1,0,0,0,0,0,0,0,1.1950266053016039,-0.3615907158290317,0
1517.0,173.59,0,8,0,0,0,0,0,0,0,1,-2.481338915568764,-0.9164033755067679,3
188.0,119.0,0,4,0,0,0,1,0,0,0,0,-1.7623515514515975,-1.5371608988335488,3
1360.0,174.0,2,2,0,1,0,0,0,0,0,0,1.4634278900190383,0.03788483008051722,0
11949.0,378.8,1,2,0,1,0,0,0,0,0,0,-1.189284566832085,2.8134809059785733,2
749.0,172.8,0,7,0,0,0,0,0,0,1,0,-1.9084194949337463,-0.5494570870725121,3
46.0,145.67,1,1,1,0,0,0,0,0,0,0,-0.6905757255883402,0.9543449527478207,2
2252.0,394.64,1,1,1,0,0,0,0,0,0,0,-1.5323342317347393,2.2880490390125336,2
15353.0,626.4,2,3,0,0,1,0,0,0,0,0,-0.4282787036161877,4.23783332903647,2
8623.0,335.41,1,1,1,0,0,0,0,0,0,0,-1.3156670947411784,2.1350913793760364,2
920.0,174.0,0,3,0,0,1,0,0,0,0,0,-2.3512684184668604,0.8095079840616796,1
654.0,141.12,2,4,0,0,0,1,0,0,0,0,1.5912305208725697,-0.6557839124774246,0
115.0,147.12,2,3,0,0,1,0,0,0,0,0,1.1659891243433274,1.408455295384492,0
173.0,62.58,2,1,1,0,0,0,0,0,0,0,1.57357800708502,-0.9395956301404409,0
1749.0,182.16,1,3,0,0,1,0,0,0,0,0,-0.9305046458508528,3.097108814204153,2
520.0,178.03,1,7,0,0,0,0,0,0,1,0,-0.48020584705528024,1.697854037150571,2
2729.0,413.78,1,7,0,0,0,0,0,0,1,0,-1.2769820799217684,2.9636029824738217,2
491.0,72.56,2,7,0,0,0,0,0,0,1,0,1.8597145242938213,-0.3149656842326521,0
1335.0,174.0,2,3,0,0,1,0,0,0,0,0,1.0774456686623326,1.5758459287976956,0
5306.0,270.4,1,3,0,0,1,0,0,0,0,0,-1.2222357608636099,3.6359337651348476,2
5561.0,184.44,0,3,0,0,1,0,0,0,0,0,-2.3757398344059677,0.9738269514508276,2
3697.0,64.8,0,3,0,0,1,0,0,0,0,0,-1.9731547760378683,0.3137709682145623,2
989.0,181.12,1,1,1,0,0,0,0,0,0,0,-0.8089340562586315,1.1592334890522242,2
2938.0,82.05,2,7,0,0,0,0,0,0,1,0,1.8332531342449163,-0.20781934515587738,0
446.0,62.22,2,6,0,0,0,0,0,1,0,0,1.6765732615676583,-0.0829282646546692,0
3562.0,90.86,2,1,1,0,0,0,0,0,0,0,1.4854340996010382,-0.7133125503317715,0
314.0,49.5,0,3,0,0,1,0,0,0,0,0,-1.9291552284163833,0.15442252741406526,1
417.0,222.32,1,3,0,0,1,0,0,0,0,0,-1.0703013548599687,3.2720193162857676,2
234.0,174.0,0,3,0,0,1,0,0,0,0,0,-2.3529011622234073,0.7931602416995035,1
714.0,184.44,2,3,0,0,1,0,0,0,0,0,1.0404502036751937,1.6147686566682264,0
65.0,129.6,2,1,1,0,0,0,0,0,0,0,1.345315403815081,-0.5973020872566664,0
2512.0,174.0,2,3,0,0,1,0,0,0,0,0,1.0802470380522098,1.6038944605182224,0
12723.0,373.73,2,3,0,0,1,0,0,0,0,0,0.4250582370802651,2.874985874875062,2
7207.0,173.5,0,8,0,0,0,0,0,0,0,1,-2.4674900020247357,-0.7812707861657016,3
14553.0,441.9,1,1,1,0,0,0,0,0,0,0,-1.6638377058853286,2.8243758593817843,2
1394.0,240.0,2,3,0,0,1,0,0,0,0,0,0.8530506343823727,1.9168705189739244,0
